;Messzeit;Messort;Laendercode;Sonnenaufgang;Sonnenuntergang;Temperatur (°C);Luftfeuchtigkeit (%);Bewoelkung (%);Luftdruck (hpa);Windgeschwindigkeit (m/s);Windrichtung (Deg)
0;12.10.18 10:20;Berlin Schoeneberg;DE;07:26;18:18;17,00;63;0;1022;3,1;150.0
0;12.10.18 10:50;Berlin Schoeneberg;DE;07:27;18:17;18,49;55;0;1022;2,6;170.0
0;12.10.18 11:20;Berlin Schoeneberg;DE;07:27;18:17;19,00;52;0;1022;3,1;180.0
0;12.10.18 11:50;Berlin Schoeneberg;DE;07:27;18:17;20,00;49;0;1023;2,1;180.0
0;12.10.18 12:20;Berlin Schoeneberg;DE;07:27;18:17;21,00;46;0;1022;3,1;160.0
0;12.10.18 12:50;Berlin Schoeneberg;DE;07:27;18:17;22,00;43;0;1022;3,1;160.0
0;12.10.18 13:20;Berlin Schoeneberg;DE;07:27;18:17;22,49;40;0;1022;3,1;150.0
0;12.10.18 13:50;Berlin Schoeneberg;DE;07:27;18:17;23,00;38;0;1022;2,6;200.0
0;12.10.18 14:20;Berlin Schoeneberg;DE;07:27;18:17;24,00;38;0;1022;2,6;170.0
0;12.10.18 14:50;Berlin Schoeneberg;DE;07:27;18:17;24,00;36;0;1022;3,6;180.0
0;12.10.18 15:20;Berlin Schoeneberg;DE;07:27;18:17;25,00;36;0;1022;3,1;190.0
0;12.10.18 15:50;Berlin Schoeneberg;DE;07:27;18:17;25,00;33;0;1023;3,6;170.0
0;12.10.18 16:20;Berlin Schoeneberg;DE;07:27;18:17;25,00;33;0;1023;3,1;170.0
0;12.10.18 16:50;Berlin Schoeneberg;DE;07:27;18:17;25,00;33;0;1022;2,6;150.0
0;12.10.18 17:20;Berlin Schoeneberg;DE;07:27;18:17;24,00;36;0;1022;3,1;150.0
0;12.10.18 17:50;Berlin Schoeneberg;DE;07:27;18:17;23,49;38;0;1022;2,6;150.0
0;12.10.18 18:20;Berlin Schoeneberg;DE;07:27;18:17;22,49;40;0;1023;2,6;140.0
0;12.10.18 18:50;Berlin Schoeneberg;DE;07:27;18:17;20,49;46;0;1023;2,1;140.0
0;12.10.18 19:20;Berlin Schoeneberg;DE;07:27;18:17;18,99;52;0;1023;1,87;177.0
0;12.10.18 19:50;Berlin Schoeneberg;DE;07:27;18:17;18,51;55;0;1024;1;100.0
0;12.10.18 20:20;Berlin Schoeneberg;DE;07:27;18:17;17,49;63;0;1024;0,5;-1.0
0;12.10.18 20:50;Berlin Schoeneberg;DE;07:27;18:17;15,99;67;0;1024;0,5;-1.0
0;12.10.18 21:20;Berlin Schoeneberg;DE;07:27;18:17;15,49;72;0;1024;1;70.0
0;12.10.18 21:50;Berlin Schoeneberg;DE;07:27;18:16;15,49;72;0;1024;1;60.0
0;12.10.18 22:20;Berlin Schoeneberg;DE;07:27;18:16;15,00;77;0;1024;1;-1.0
0;12.10.18 22:50;Berlin Schoeneberg;DE;07:27;18:16;14,49;77;0;1024;1;-1.0
0;12.10.18 23:20;Berlin Schoeneberg;DE;07:27;18:16;14,99;72;0;1024;1;-1.0
0;12.10.18 23:50;Berlin Schoeneberg;DE;07:27;18:16;14,99;72;0;1024;0,5;-1.0
0;13.10.18 00:20;Berlin Schoeneberg;DE;07:28;18:16;14,48;72;0;1024;1;110.0
0;13.10.18 00:50;Berlin Schoeneberg;DE;07:28;18:16;14,49;77;0;1024;0,5;-1.0
0;13.10.18 01:20;Berlin Schoeneberg;DE;07:28;18:16;13,49;82;0;1024;1,5;100.0
0;13.10.18 01:50;Berlin Schoeneberg;DE;07:28;18:16;13,48;77;0;1024;1,5;100.0
0;13.10.18 02:20;Berlin Schoeneberg;DE;07:28;18:16;13,00;82;0;1024;1;-1.0
0;13.10.18 02:50;Berlin Schoeneberg;DE;07:28;18:16;13,49;82;0;1024;1;-1.0
0;13.10.18 03:20;Berlin Schoeneberg;DE;07:28;18:16;12,99;82;0;1024;1,5;110.0
0;13.10.18 03:50;Berlin Schoeneberg;DE;07:28;18:16;11,99;82;0;1024;1,5;100.0
0;13.10.18 04:20;Berlin Schoeneberg;DE;07:28;18:16;11,49;87;0;1024;0,5;-1.0
0;13.10.18 04:50;Berlin Schoeneberg;DE;07:28;18:16;11,49;87;0;1024;1,5;110.0
0;13.10.18 05:20;Berlin Schoeneberg;DE;07:28;18:16;10,99;87;0;1024;0,5;-1.0
0;13.10.18 05:50;Berlin Schoeneberg;DE;07:28;18:16;10,99;87;0;1024;1;100.0
0;13.10.18 06:20;Berlin Schoeneberg;DE;07:28;18:16;10,49;87;0;1024;1;-1.0
0;13.10.18 06:50;Berlin Schoeneberg;DE;07:28;18:16;10,99;87;0;1024;1;-1.0
0;13.10.18 07:20;Berlin Schoeneberg;DE;07:28;18:16;10,99;87;0;1024;1,5;100.0
0;13.10.18 07:50;Berlin Schoeneberg;DE;07:28;18:16;10,99;87;0;1025;0,5;-1.0
0;13.10.18 08:20;Berlin Schoeneberg;DE;07:28;18:15;11,99;82;0;1025;1,5;130.0
0;13.10.18 08:50;Berlin Schoeneberg;DE;07:28;18:15;13,49;76;0;1025;1,5;130.0
0;13.10.18 09:20;Berlin Schoeneberg;DE;07:28;18:15;15,00;72;0;1025;2,1;140.0
0;13.10.18 09:50;Berlin Schoeneberg;DE;07:28;18:15;16,49;63;0;1025;2,1;160.0
0;13.10.18 10:20;Berlin Schoeneberg;DE;07:28;18:15;18,00;59;0;1025;2,6;160.0
0;13.10.18 10:50;Berlin Schoeneberg;DE;07:28;18:15;19,00;55;0;1025;2,6;160.0
0;13.10.18 11:20;Berlin Schoeneberg;DE;07:28;18:15;20,51;52;0;1024;2,6;140.0
0;13.10.18 11:50;Berlin Schoeneberg;DE;07:28;18:15;21,49;46;0;1024;2,6;150.0
0;13.10.18 12:20;Berlin Schoeneberg;DE;07:28;18:15;22,00;46;0;1024;2,6;150.0
0;13.10.18 12:50;Berlin Schoeneberg;DE;07:28;18:15;23,49;41;0;1024;3,6;150.0
0;13.10.18 13:20;Berlin Schoeneberg;DE;07:28;18:15;24,00;38;0;1023;4,1;150.0
0;13.10.18 13:50;Berlin Schoeneberg;DE;07:29;18:15;24,49;36;0;1023;4,1;150.0
0;13.10.18 14:20;Berlin Schoeneberg;DE;07:29;18:15;25,00;36;0;1023;4,1;160.0
0;13.10.18 14:50;Berlin Schoeneberg;DE;07:29;18:15;25,00;36;0;1023;4,6;150.0
0;13.10.18 15:20;Berlin Schoeneberg;DE;07:29;18:15;25,00;36;0;1023;5,1;140.0
0;13.10.18 15:50;Berlin Schoeneberg;DE;07:29;18:15;25,00;33;0;1022;4,6;130.0
0;13.10.18 16:20;Berlin Schoeneberg;DE;07:29;18:15;24,49;33;0;1022;3,6;160.0
0;13.10.18 16:50;Berlin Schoeneberg;DE;07:29;18:15;24,49;31;0;1022;4,1;150.0
0;13.10.18 17:20;Berlin Schoeneberg;DE;07:29;18:15;23,00;38;0;1022;4,1;110.0
0;13.10.18 17:50;Berlin Schoeneberg;DE;07:29;18:15;22,00;40;0;1022;3,6;120.0
0;13.10.18 18:20;Berlin Schoeneberg;DE;07:29;18:15;21,00;43;0;1021;3,1;110.0
0;13.10.18 18:50;Berlin Schoeneberg;DE;07:29;18:14;19,99;46;0;1021;3,1;110.0
0;13.10.18 19:20;Berlin Schoeneberg;DE;07:29;18:14;18,99;49;0;1021;3,1;110.0
0;13.10.18 19:50;Berlin Schoeneberg;DE;07:29;18:14;18,48;49;0;1021;3,6;110.0
0;13.10.18 20:20;Berlin Schoeneberg;DE;07:29;18:14;17,99;52;0;1021;4,6;110.0
0;13.10.18 20:50;Berlin Schoeneberg;DE;07:29;18:14;17,49;55;0;1021;4,6;120.0
0;13.10.18 21:20;Berlin Schoeneberg;DE;07:29;18:14;16,99;55;0;1021;4,1;120.0
0;13.10.18 21:50;Berlin Schoeneberg;DE;07:29;18:14;16,64;67;0;1021;3,6;110.0
0;13.10.18 22:20;Berlin Schoeneberg;DE;07:29;18:14;15,99;59;0;1021;3,6;130.0
0;13.10.18 22:50;Berlin Schoeneberg;DE;07:29;18:14;15,99;59;0;1021;4,1;130.0
0;13.10.18 23:20;Berlin Schoeneberg;DE;07:29;18:14;15,48;59;0;1020;4,6;130.0
0;13.10.18 23:50;Berlin Schoeneberg;DE;07:29;18:14;15,48;59;0;1020;4,6;130.0
0;14.10.18 00:20;Berlin Schoeneberg;DE;07:29;18:14;15,49;63;0;1020;3,6;130.0
0;14.10.18 00:50;Berlin Schoeneberg;DE;07:29;18:14;14,49;62;0;1020;3,1;130.0
0;14.10.18 01:20;Berlin Schoeneberg;DE;07:29;18:14;13,99;67;0;1020;3,6;120.0
0;14.10.18 01:50;Berlin Schoeneberg;DE;07:29;18:14;12,99;71;0;1020;3,1;120.0
0;14.10.18 02:20;Berlin Schoeneberg;DE;07:29;18:14;12,99;71;0;1020;3,6;120.0
0;14.10.18 02:50;Berlin Schoeneberg;DE;07:29;18:14;12,99;67;0;1019;3,6;130.0
0;14.10.18 03:20;Berlin Schoeneberg;DE;07:30;18:14;13,49;67;0;1019;4,6;120.0
0;14.10.18 03:50;Berlin Schoeneberg;DE;07:30;18:14;13,49;71;0;1019;4,1;130.0
0;14.10.18 04:20;Berlin Schoeneberg;DE;07:30;18:14;13,49;71;0;1018;4,6;120.0
0;14.10.18 04:50;Berlin Schoeneberg;DE;07:30;18:14;13,49;67;0;1018;5,1;130.0
0;14.10.18 05:20;Berlin Schoeneberg;DE;07:30;18:14;13,49;67;0;1018;4,6;130.0
0;14.10.18 05:50;Berlin Schoeneberg;DE;07:30;18:13;12,49;71;0;1018;4,1;120.0
0;14.10.18 06:20;Berlin Schoeneberg;DE;07:30;18:13;12,49;71;0;1017;4,6;120.0
0;14.10.18 06:50;Berlin Schoeneberg;DE;07:30;18:13;11,99;71;0;1017;4,6;130.0
0;14.10.18 07:20;Berlin Schoeneberg;DE;07:30;18:13;11,99;71;0;1017;5,1;130.0
0;14.10.18 07:50;Berlin Schoeneberg;DE;07:30;18:13;12,49;71;0;1017;4,6;130.0
0;14.10.18 08:20;Berlin Schoeneberg;DE;07:30;18:13;13,00;71;0;1017;3,6;130.0
0;14.10.18 08:50;Berlin Schoeneberg;DE;07:30;18:13;13,49;67;0;1017;3,1;140.0
0;14.10.18 09:20;Berlin Schoeneberg;DE;07:30;18:13;14,49;67;0;1017;3,6;140.0
0;14.10.18 09:50;Berlin Schoeneberg;DE;07:30;18:13;16,00;59;0;1017;5,1;140.0
0;14.10.18 10:20;Berlin Schoeneberg;DE;07:30;18:13;17,00;55;0;1017;5,1;150.0
0;14.10.18 10:50;Berlin Schoeneberg;DE;07:30;18:13;17,51;55;0;1017;6,2;160.0
0;14.10.18 11:20;Berlin Schoeneberg;DE;07:30;18:13;19,00;48;0;1016;5,1;150.0
0;14.10.18 11:50;Berlin Schoeneberg;DE;07:30;18:13;19,51;48;0;1016;5,7;150.0
0;14.10.18 12:20;Berlin Schoeneberg;DE;07:30;18:13;21,00;43;0;1016;6,2;150.0
0;14.10.18 12:50;Berlin Schoeneberg;DE;07:30;18:13;21,00;43;0;1016;6,2;150.0
0;14.10.18 13:20;Berlin Schoeneberg;DE;07:30;18:13;22,00;40;0;1015;6,2;150.0
0;14.10.18 13:50;Berlin Schoeneberg;DE;07:30;18:13;22,00;37;0;1015;6,2;140.0
0;14.10.18 14:20;Berlin Schoeneberg;DE;07:30;18:13;23,00;35;0;1015;6,2;150.0
0;14.10.18 14:50;Berlin Schoeneberg;DE;07:30;18:13;23,51;33;0;1014;8,2;150.0
0;14.10.18 15:20;Berlin Schoeneberg;DE;07:30;18:13;24,00;33;0;1014;5,7;140.0
0;14.10.18 15:50;Berlin Schoeneberg;DE;07:30;18:13;24,00;31;0;1014;7,2;170.0
0;14.10.18 16:20;Berlin Schoeneberg;DE;07:30;18:13;24,00;31;0;1014;6,2;150.0
0;14.10.18 16:50;Berlin Schoeneberg;DE;07:30;18:12;23,49;31;0;1014;4,6;150.0
0;14.10.18 17:20;Berlin Schoeneberg;DE;07:31;18:12;23,00;33;0;1014;4,1;140.0
0;14.10.18 17:50;Berlin Schoeneberg;DE;07:31;18:12;21,49;35;0;1014;3,6;140.0
0;14.10.18 18:20;Berlin Schoeneberg;DE;07:31;18:12;20,00;42;0;1014;3,1;130.0
0;14.10.18 18:50;Berlin Schoeneberg;DE;07:31;18:12;19,49;42;0;1014;3,6;120.0
0;14.10.18 19:20;Berlin Schoeneberg;DE;07:31;18:12;18,00;48;0;1014;3,6;130.0
0;14.10.18 19:50;Berlin Schoeneberg;DE;07:31;18:12;19,48;40;0;1014;3,6;140.0
0;14.10.18 20:20;Berlin Schoeneberg;DE;07:31;18:12;18,49;45;0;1014;3,1;140.0
0;14.10.18 20:50;Berlin Schoeneberg;DE;07:31;18:12;18,49;45;0;1014;3,6;140.0
0;14.10.18 21:20;Berlin Schoeneberg;DE;07:31;18:12;19,49;40;0;1014;3,6;140.0
0;14.10.18 21:50;Berlin Schoeneberg;DE;07:31;18:12;17,99;42;0;1014;3,6;140.0
0;14.10.18 22:20;Berlin Schoeneberg;DE;07:31;18:12;16,49;51;0;1014;3,1;130.0
0;14.10.18 22:50;Berlin Schoeneberg;DE;07:31;18:12;15,99;48;0;1014;3,6;130.0
0;14.10.18 23:20;Berlin Schoeneberg;DE;07:31;18:12;15,99;48;0;1014;3,6;140.0
0;14.10.18 23:50;Berlin Schoeneberg;DE;07:31;18:12;15,99;48;0;1014;4,1;150.0
0;15.10.18 00:20;Berlin Schoeneberg;DE;07:31;18:12;15,99;45;0;1014;4,6;150.0
0;15.10.18 00:50;Berlin Schoeneberg;DE;07:31;18:12;14,99;48;0;1014;3,6;140.0
0;15.10.18 01:20;Berlin Schoeneberg;DE;07:31;18:12;14,99;48;0;1014;4,1;150.0
0;15.10.18 01:50;Berlin Schoeneberg;DE;07:31;18:12;14,99;48;0;1014;5,1;150.0
0;15.10.18 02:20;Berlin Schoeneberg;DE;07:31;18:12;14,44;51;0;1015;3,6;140.0
0;15.10.18 02:50;Berlin Schoeneberg;DE;07:31;18:12;13,49;54;0;1015;2,6;130.0
0;15.10.18 03:20;Berlin Schoeneberg;DE;07:31;18:11;13,49;54;0;1015;3,1;140.0
0;15.10.18 03:50;Berlin Schoeneberg;DE;07:31;18:11;13,00;58;0;1015;3,6;130.0
0;15.10.18 04:20;Berlin Schoeneberg;DE;07:31;18:11;12,99;54;0;1015;3,1;140.0
0;15.10.18 04:50;Berlin Schoeneberg;DE;07:31;18:11;12,99;54;0;1015;3,1;130.0
0;15.10.18 05:20;Berlin Schoeneberg;DE;07:31;18:11;11,99;54;0;1014;2,6;130.0
0;15.10.18 05:50;Berlin Schoeneberg;DE;07:31;18:11;12,48;50;0;1015;3,6;140.0
0;15.10.18 06:20;Berlin Schoeneberg;DE;07:31;18:11;12,48;54;0;1015;3,1;140.0
0;15.10.18 06:50;Berlin Schoeneberg;DE;07:32;18:11;11,99;58;0;1015;3,1;130.0
0;15.10.18 07:20;Berlin Schoeneberg;DE;07:32;18:11;11,99;58;0;1015;1,5;100.0
0;15.10.18 07:50;Berlin Schoeneberg;DE;07:32;18:11;11,49;62;0;1015;2,6;110.0
0;15.10.18 08:20;Berlin Schoeneberg;DE;07:32;18:11;10,99;62;0;1015;2,6;130.0
0;15.10.18 08:50;Berlin Schoeneberg;DE;07:32;18:11;11,98;54;0;1015;2,6;140.0
0;15.10.18 09:20;Berlin Schoeneberg;DE;07:32;18:11;13,99;51;0;1015;2,6;120.0
0;15.10.18 09:50;Berlin Schoeneberg;DE;07:32;18:11;16,00;44;0;1016;4,1;150.0
0;15.10.18 10:20;Berlin Schoeneberg;DE;07:32;18:11;17,00;42;0;1015;3,1;160.0
0;15.10.18 10:50;Berlin Schoeneberg;DE;07:32;18:11;18,00;42;0;1016;3,6;160.0
0;15.10.18 11:20;Berlin Schoeneberg;DE;07:32;18:11;19,00;39;0;1016;3,6;170.0
0;15.10.18 11:50;Berlin Schoeneberg;DE;07:32;18:11;19,51;37;0;1016;3,1;180.0
0;15.10.18 12:20;Berlin Schoeneberg;DE;07:32;18:11;20,00;37;0;1016;3,6;160.0
0;15.10.18 12:50;Berlin Schoeneberg;DE;07:32;18:11;20,00;34;0;1015;2,6;160.0
0;15.10.18 13:20;Berlin Schoeneberg;DE;07:32;18:11;20,49;35;0;1015;3,6;140.0
0;15.10.18 13:50;Berlin Schoeneberg;DE;07:32;18:11;20,49;35;0;1015;3,6;140.0
0;15.10.18 14:20;Berlin Schoeneberg;DE;07:32;18:10;20,49;35;0;1015;4,1;140.0
0;15.10.18 14:50;Berlin Schoeneberg;DE;07:32;18:10;20,99;33;0;1015;4,6;130.0
0;15.10.18 15:20;Berlin Schoeneberg;DE;07:32;18:10;20,49;32;0;1015;5,1;150.0
0;15.10.18 15:50;Berlin Schoeneberg;DE;07:32;18:10;21,00;32;0;1015;5,7;150.0
0;15.10.18 16:20;Berlin Schoeneberg;DE;07:32;18:10;20,49;35;0;1015;4,1;120.0
0;15.10.18 16:20;Berlin Schoeneberg;DE;07:32;18:10;20,49;35;0;1015;4,1;120.0
0;15.10.18 16:20;Berlin Schoeneberg;DE;07:32;18:10;20,49;35;0;1015;4,1;120.0
0;15.10.18 16:50;Berlin Schoeneberg;DE;07:32;18:10;20,49;35;0;1015;3,6;130.0
0;15.10.18 17:20;Berlin Schoeneberg;DE;07:32;18:10;18,99;34;0;1015;4,1;130.0
0;15.10.18 17:50;Berlin Schoeneberg;DE;07:32;18:10;18,49;39;0;1016;3,1;120.0
0;15.10.18 18:20;Berlin Schoeneberg;DE;07:32;18:10;16,99;39;0;1016;3,6;130.0
0;15.10.18 18:50;Berlin Schoeneberg;DE;07:32;18:10;16,99;39;0;1016;2,1;110.0
0;15.10.18 19:20;Berlin Schoeneberg;DE;07:32;18:10;15,49;44;0;1016;2,6;120.0
0;15.10.18 19:50;Berlin Schoeneberg;DE;07:32;18:10;14,49;47;0;1016;1,5;140.0
0;15.10.18 20:20;Berlin Schoeneberg;DE;07:33;18:10;14,48;48;0;1016;2,1;130.0
0;15.10.18 20:50;Berlin Schoeneberg;DE;07:33;18:10;13,48;51;0;1016;2,1;130.0
0;15.10.18 21:20;Berlin Schoeneberg;DE;07:33;18:10;13,48;47;0;1016;2,1;120.0
0;15.10.18 21:50;Berlin Schoeneberg;DE;07:33;18:10;13,98;48;0;1016;2,1;140.0
0;15.10.18 22:20;Berlin Schoeneberg;DE;07:33;18:10;13,98;48;0;1016;2,6;160.0
0;15.10.18 22:50;Berlin Schoeneberg;DE;07:33;18:10;11,98;50;0;1016;2,6;140.0
0;15.10.18 23:20;Berlin Schoeneberg;DE;07:33;18:10;11,98;50;0;1016;2,1;140.0
0;15.10.18 23:50;Berlin Schoeneberg;DE;07:33;18:10;11,98;50;0;1016;2,6;140.0
0;16.10.18 00:20;Berlin Schoeneberg;DE;07:33;18:10;11,98;54;0;1016;2,6;150.0
0;16.10.18 00:50;Berlin Schoeneberg;DE;07:33;18:10;11,99;58;0;1016;2,6;140.0
0;16.10.18 01:20;Berlin Schoeneberg;DE;07:33;18:09;11,18;76;0;1016;1,5;120.0
0;16.10.18 01:50;Berlin Schoeneberg;DE;07:33;18:09;10,98;58;0;1016;1;
0;16.10.18 02:20;Berlin Schoeneberg;DE;07:33;18:09;10,48;62;0;1016;2,1;130.0
0;16.10.18 02:50;Berlin Schoeneberg;DE;07:33;18:09;10,98;58;0;1017;1;
0;16.10.18 03:20;Berlin Schoeneberg;DE;07:33;18:09;10,48;62;0;1017;1,5;90.0
0;16.10.18 03:50;Berlin Schoeneberg;DE;07:33;18:09;9,99;71;0;1016;1;100.0
0;16.10.18 04:20;Berlin Schoeneberg;DE;07:33;18:09;10,48;66;0;1016;1;
0;16.10.18 04:50;Berlin Schoeneberg;DE;07:33;18:09;9,99;71;0;1017;0,5;
0;16.10.18 05:20;Berlin Schoeneberg;DE;07:33;18:09;9,98;66;0;1017;1;
0;16.10.18 05:50;Berlin Schoeneberg;DE;07:33;18:09;9,48;71;0;1017;0,5;60.0
0;16.10.18 06:20;Berlin Schoeneberg;DE;07:33;18:09;9,48;71;0;1017;1;
0;16.10.18 06:50;Berlin Schoeneberg;DE;07:33;18:09;7,99;81;0;1017;1;360.0
0;16.10.18 07:20;Berlin Schoeneberg;DE;07:33;18:09;8,49;87;0;1017;1;
0;16.10.18 07:50;Berlin Schoeneberg;DE;07:33;18:09;8,99;76;0;1017;1,5;70.0
0;16.10.18 08:20;Berlin Schoeneberg;DE;07:33;18:09;9,49;76;0;1018;1;
0;16.10.18 08:50;Berlin Schoeneberg;DE;07:33;18:09;10,49;76;0;1018;1;
0;16.10.18 09:20;Berlin Schoeneberg;DE;07:33;18:09;11,99;66;0;1018;0,5;
0;16.10.18 09:50;Berlin Schoeneberg;DE;07:34;18:09;13,48;58;0;1018;1,5;140.0
0;16.10.18 10:20;Berlin Schoeneberg;DE;07:34;18:09;14,99;55;0;1018;1;
0;16.10.18 10:50;Berlin Schoeneberg;DE;07:34;18:09;16,49;51;0;1018;1;
0;16.10.18 11:20;Berlin Schoeneberg;DE;07:34;18:09;17,49;48;0;1018;2,6;140.0
0;16.10.18 11:50;Berlin Schoeneberg;DE;07:34;18:09;16,99;48;0;1018;2,1;130.0
0;16.10.18 12:20;Berlin Schoeneberg;DE;07:34;18:08;17,99;45;0;1018;2,1;170.0
0;16.10.18 12:50;Berlin Schoeneberg;DE;07:34;18:08;19,00;45;0;1018;1,5;160.0
0;16.10.18 13:20;Berlin Schoeneberg;DE;07:34;18:08;19,49;42;0;1018;2,6;130.0
0;16.10.18 13:50;Berlin Schoeneberg;DE;07:34;18:08;20,49;37;0;1018;1,5;
0;16.10.18 14:20;Berlin Schoeneberg;DE;07:34;18:08;20,49;37;0;1018;1,5;
0;16.10.18 14:50;Berlin Schoeneberg;DE;07:34;18:08;20,00;40;0;1018;1,5;80.0
0;16.10.18 15:20;Berlin Schoeneberg;DE;07:34;18:08;21,00;37;0;1018;1,5;30.0
0;16.10.18 15:50;Berlin Schoeneberg;DE;07:34;18:08;20,51;42;0;1018;2,1;90.0
0;16.10.18 16:20;Berlin Schoeneberg;DE;07:34;18:08;20,51;42;0;1018;1,5;90.0
0;16.10.18 16:50;Berlin Schoeneberg;DE;07:34;18:08;20,00;40;0;1018;2,1;80.0
0;16.10.18 17:20;Berlin Schoeneberg;DE;07:34;18:08;19,51;45;0;1018;1,5;100.0
0;16.10.18 17:50;Berlin Schoeneberg;DE;07:34;18:08;18,51;48;0;1018;1,5;110.0
0;16.10.18 18:20;Berlin Schoeneberg;DE;07:34;18:08;16,00;59;0;1019;0,5;
0;16.10.18 18:50;Berlin Schoeneberg;DE;07:34;18:08;15,00;58;0;1019;0,5;
0;16.10.18 19:20;Berlin Schoeneberg;DE;07:34;18:08;14,00;67;0;1019;1,42;4.0
0;16.10.18 19:50;Berlin Schoeneberg;DE;07:34;18:08;13,51;71;0;1019;0,5;
0;16.10.18 20:20;Berlin Schoeneberg;DE;07:34;18:08;13,00;71;0;1019;1,42;4.0
0;16.10.18 20:50;Berlin Schoeneberg;DE;07:34;18:08;12,00;76;0;1019;0,5;10.0
0;16.10.18 21:20;Berlin Schoeneberg;DE;07:34;18:08;12,00;76;0;1019;1,31;355.0
0;16.10.18 21:50;Berlin Schoeneberg;DE;07:34;18:08;12,00;81;0;1019;0,5;110.0
0;16.10.18 22:20;Berlin Schoeneberg;DE;07:34;18:08;10,49;81;0;1019;1;
0;16.10.18 22:50;Berlin Schoeneberg;DE;07:34;18:08;10,99;81;0;1019;1,5;360.0
0;16.10.18 23:20;Berlin Schoeneberg;DE;07:35;18:07;9,49;81;0;1019;1;
0;16.10.18 23:50;Berlin Schoeneberg;DE;07:35;18:07;9,00;87;0;1019;0,5;
0;17.10.18 00:20;Berlin Schoeneberg;DE;07:35;18:07;9,00;93;0;1019;0,5;
0;17.10.18 00:50;Berlin Schoeneberg;DE;07:35;18:07;8,49;93;0;1019;0,5;120.0
0;17.10.18 01:20;Berlin Schoeneberg;DE;07:35;18:07;8,49;87;0;1019;0,5;110.0
0;17.10.18 01:50;Berlin Schoeneberg;DE;07:35;18:07;8,00;87;0;1019;0,5;
0;17.10.18 02:20;Berlin Schoeneberg;DE;07:35;18:07;7,49;93;0;1019;0,5;
0;17.10.18 02:50;Berlin Schoeneberg;DE;07:35;18:07;7,49;93;0;1019;0,5;
0;17.10.18 03:20;Berlin Schoeneberg;DE;07:35;18:07;7,49;93;0;1019;1;110.0
0;17.10.18 03:50;Berlin Schoeneberg;DE;07:35;18:07;7,00;93;0;1019;0,5;
0;17.10.18 04:20;Berlin Schoeneberg;DE;07:35;18:07;6,99;93;0;1019;0,5;
0;17.10.18 04:50;Berlin Schoeneberg;DE;07:35;18:07;7,00;100;0;1019;0,5;
0;17.10.18 05:20;Berlin Schoeneberg;DE;07:35;18:07;6,49;100;0;1019;1,21;305.0
0;17.10.18 05:50;Berlin Schoeneberg;DE;07:35;18:07;7,00;93;0;1019;0,5;
0;17.10.18 06:20;Berlin Schoeneberg;DE;07:35;18:07;6,49;100;0;1019;0,5;20.0
0;17.10.18 06:50;Berlin Schoeneberg;DE;07:35;18:07;6,49;93;0;1019;0,5;
0;17.10.18 07:20;Berlin Schoeneberg;DE;07:35;18:07;6,99;93;0;1019;0,5;
0;17.10.18 07:50;Berlin Schoeneberg;DE;07:35;18:07;6,99;93;0;1019;1;
0;17.10.18 08:20;Berlin Schoeneberg;DE;07:35;18:07;7,99;87;0;1019;0,5;
0;17.10.18 08:50;Berlin Schoeneberg;DE;07:35;18:07;8,99;81;0;1020;0,5;
0;17.10.18 09:20;Berlin Schoeneberg;DE;07:35;18:07;10,99;81;0;1019;1;
0;17.10.18 09:50;Berlin Schoeneberg;DE;07:35;18:07;12,49;76;0;1019;1;
0;17.10.18 10:20;Berlin Schoeneberg;DE;07:35;18:06;13,49;71;0;1020;0,5;
0;17.10.18 10:50;Berlin Schoeneberg;DE;07:35;18:06;14,48;59;0;1019;0,5;
0;17.10.18 11:20;Berlin Schoeneberg;DE;07:35;18:06;15,48;59;0;1020;1;
0;17.10.18 11:50;Berlin Schoeneberg;DE;07:35;18:06;16,99;52;0;1019;1;
0;17.10.18 12:20;Berlin Schoeneberg;DE;07:35;18:06;17,99;48;0;1019;1,5;
0;17.10.18 12:50;Berlin Schoeneberg;DE;07:36;18:06;18,99;45;0;1019;1,5;130.0
0;17.10.18 13:20;Berlin Schoeneberg;DE;07:36;18:06;19,49;45;0;1019;2,1;170.0
0;17.10.18 13:50;Berlin Schoeneberg;DE;07:36;18:06;19,99;43;0;1019;1,5;
0;17.10.18 14:20;Berlin Schoeneberg;DE;07:36;18:06;20,00;45;0;1019;1,5;
0;17.10.18 14:50;Berlin Schoeneberg;DE;07:36;18:06;20,49;43;0;1018;2,1;200.0
0;17.10.18 15:20;Berlin Schoeneberg;DE;07:36;18:06;20,49;43;0;1018;2,1;170.0
0;17.10.18 15:50;Berlin Schoeneberg;DE;07:36;18:06;20,49;43;0;1018;2,1;120.0
0;17.10.18 16:20;Berlin Schoeneberg;DE;07:36;18:06;20,49;43;0;1018;2,1;120.0
0;17.10.18 16:50;Berlin Schoeneberg;DE;07:36;18:06;19,49;49;0;1018;2,1;130.0
0;17.10.18 17:20;Berlin Schoeneberg;DE;07:36;18:06;19,00;48;0;1018;2,1;130.0
0;17.10.18 17:50;Berlin Schoeneberg;DE;07:36;18:06;18,00;52;0;1018;1,5;110.0
0;17.10.18 18:20;Berlin Schoeneberg;DE;07:36;18:06;16,49;63;0;1018;1;
0;17.10.18 18:50;Berlin Schoeneberg;DE;07:36;18:06;14,99;67;0;1019;1,17;70.0
